id,cik,ticker,name,position,year,salary,bonus,stockAwards,optionAwards,nonEquityIncentiveCompensation,otherCompensation,total,changeInPensionValueAndDeferredEarnings
d5c9333a4a9824e6b6e5c880a8523cb9,1018724,AMZN,Jeffrey P. Bezos,Chief Executive Officer,2013,81840,0,0,0,0,1600000,1681840,
f7490d8fab7244eb56b4668a5bb5b3ba,1018724,AMZN,Thomas J. Szkutak,SVP and Chief Financial Officer,2013,160000,0,0,0,0,3200,163200,
cc13bcc0f622c3bad815d5369e41c401,1018724,AMZN,Andrew R. Jassy,"SVP, Web Services",2013,160000,0,0,0,0,3200,163200,
5dd8ab8f72fb6098fa96b0b02d2a66b8,1018724,AMZN,Diego Piacentini,"SVP, International Consumer Business",2013,175000,0,0,0,0,55905,230905,
e8477a82ee4e8e61b53202b8cfb59070,1018724,AMZN,Jeffrey A. Wilke,"SVP, Consumer Business",2013,165000,0,0,0,0,3325,168325,
0546fdd3492e39d3331f053ac9a0d851,1018724,AMZN,Diego Piacentini,"SVP, International Consumer Business",2012,175000,0,11588318,0,0,55905,11819223,
55b8e5e07afd3614c360bb0a58aa200d,1018724,AMZN,Jeffrey P. Bezos,Chief Executive Officer,2012,81840,0,0,0,0,1600000,1681840,
b78139929fb0aa3e5af7712f35245bb2,1018724,AMZN,Thomas J. Szkutak,SVP and Chief Financial Officer,2012,160000,0,8288169,0,0,3200,8451369,
d92280fe27d18d60cec97daea3d31165,1018724,AMZN,Andrew R. Jassy,"SVP, Web Services",2012,160000,0,11448480,0,0,3200,11611680,
9404056efab8dfe2699f5b3dc5663dd2,1018724,AMZN,Jeffrey A. Wilke,"SVP, Consumer Business",2012,165000,0,17559439,0,0,3367,17727806,
723a326ad934fca447a6dde6e68e60da,1018724,AMZN,Andrew R. Jassy,"SVP, Web Services",2011,160000,0,0,0,0,3200,163200,
b32da82e4ff70c7c00bb55436c770b58,1018724,AMZN,Diego Piacentini,"SVP, International Consumer Business",2011,175000,0,0,0,0,55905,230905,
583c9cc0183f3b19ef29457ce8426a25,1018724,AMZN,Jeffrey A. Wilke,"SVP, Consumer Business",2011,165000,0,0,0,0,3200,168200,
d2d556b9707ac368d0bc09be20020316,1018724,AMZN,Jeffrey P. Bezos,Chief Executive Officer,2011,81840,0,0,0,0,1600000,1681840,
183d13bf86fa80cc683005c6658e773f,1018724,AMZN,Thomas J. Szkutak,SVP and Chief Financial Officer,2011,160000,0,0,0,0,3200,163200,
de6417903cd90976e0f888bc15583caf,1018724,AMZN,H. Brian Valentine,"SVP, Ecommerce Platform",2011,160000,0,0,0,0,3564,163564,
5cb447363ae747bb538fb4a61b97eaca,1018724,AMZN,Thomas J. Szkutak,SVP and Chief Financial Officer,2010,160000,0,6465300,0,0,3200,6628500,
c7a9bbe6954de36902ae6d9727c48730,1018724,AMZN,Diego Piacentini,"SVP, International Retail",2010,175000,0,6465300,0,0,55905,6696205,
7e65834153c9f65309256968d230cfd0,1018724,AMZN,Jeffrey A. Wilke,"SVP, NA Retail",2010,160000,0,7027500,0,0,3200,7190700,
c0c01dda08a04759d92c29b063a8526b,1018724,AMZN,Jeffrey P. Bezos,Chief Executive Officer,2010,81840,0,0,0,0,1600000,1681840,
bf7f93cca150a61f6d415dd41c6d470d,1018724,AMZN,Andrew R. Jassy,"SVP, Web Services",2010,160000,0,6465300,0,0,3200,6628500,
8a400b7bae13c66a6ce1cbf7830ef4c2,1018724,AMZN,Jeffrey P. Bezos,Chief Executive Officer,2009,81840,0,0,0,0,1700000,1781840,0.0
639a89274bf9acb91dd2a960d40f6ec2,1018724,AMZN,Shelley L. Reynolds,"VP, Principal Accounting Officer & Worldwide Controller",2009,160000,0,450232,0,0,3200,613432,0.0
71ba5c7b0801df65b09852689d5aa15a,1018724,AMZN,Jeffrey A. Wilke,"SVP, Consumer Business",2009,160000,0,0,0,0,3450,163450,
9ead28c15a3f2cb2b07e3e66484381f7,1018724,AMZN,Thomas J. Szkutak,SVP and Chief Financial Officer,2009,160000,0,0,0,0,3200,163200,0.0
df4ae6bbc8ca28c6096ac3a414035046,1018724,AMZN,Diego Piacentini,"SVP, International Retail",2009,175000,0,0,0,0,55905,230905,0.0
a7d0c781e3255e1abef0161e3256a7ad,1018724,AMZN,Sebastian J. Gunningham,"SVP, Seller Services",2009,160000,100000,0,0,0,179887,439887,0.0
2f8a0cbedb28e1fe7ff6456f1defc261,1018724,AMZN,Jeffrey P. Bezos,Chief Executive Officer,2008,81840,0,0,0,0,1200000,1281840,0.0
a876550438f0be6dd6e1449650bd5dff,1018724,AMZN,H. Brian Valentine,"SVP, Ecommerce Platform",2008,157500,333333,3383135,0,0,3150,3877118,0.0
754fd90f619d1a054244f9f5feb7699d,1018724,AMZN,Sebastian J. Gunningham,"SVP, Seller Services",2008,157500,725000,4104590,0,0,57035,5044125,0.0
555254fe2d8baa964cee3b63a295ca16,1018724,AMZN,Diego Piacentini,"SVP, International Retail",2008,175000,0,7491000,0,0,55905,7721905,
c3bbea11d4111a2892a907456176ac1f,1018724,AMZN,Thomas J. Szkutak,Chief Financial Officer,2008,157500,0,2100743,0,0,3150,2261393,0.0
9551e041f94fa342c59a8b43b2d64055,1018724,AMZN,Marc A. Onetto,"SVP, Worldwide Operations",2008,157500,733333,3704399,0,0,2875,4598107,0.0
e3d599c720d172861f5c057f68ebcf12,1018724,AMZN,Sebastian J. Gunningham,"SVP, Seller Services",2007,123863,1125000,3375633,0,0,183878,4808374,0.0
1ccac7c4b1c162099a85af40b4c4caa1,1018724,AMZN,Thomas J. Szkutak,SVP and Chief Financial Officer,2007,150000,0,1116620,0,0,3000,1269620,0.0
f91a0171d763dee3237417f4ddb4baaf,1018724,AMZN,Marc A. Onetto,"SVP, Worldwide Operations",2007,150000,1900000,3791493,0,0,343310,6184803,0.0
0bf5c683acac7286f9f1d5e43fdf804f,1018724,AMZN,Jeffrey P. Bezos,Chief Executive Officer,2007,81840,0,0,0,0,1200000,1281840,0.0
c3eceec98a132ff7a33e6e623ad023b9,1018724,AMZN,H. Brian Valentine,"SVP, Ecommerce Platform",2007,150000,1300000,3740231,0,0,3115,5193346,0.0
454339ce04e0a7846bcebc647ab21958,1018724,AMZN,Marc A. Onetto,"SVP, Worldwide Operations",2006,12452,166667,248564,0,0,9384,437067,0.0
5e5072b9994df32dc3ea3397bf9cb518,1018724,AMZN,H. Brian Valentine,"SVP, Ecommerce Platform",2006,43269,566667,1065710,0,0,749,1676395,0.0
5e8da6b790bb38d07d5172fb6372c27a,1018724,AMZN,Thomas J. Szkutak,SVP and Chief Financial Officer,2006,150000,450000,1255700,0,0,2993,1858693,0.0
33821c799112c7b6c74084af11761dd2,1018724,AMZN,Jeffrey P. Bezos,Chief Executive Officer,2006,81840,0,0,0,0,1200000,1281840,0.0
340098ddedd03cf97df9cee1414d38ec,1018724,AMZN,Sebastian J. Gunningham,"SVP, Seller Services",2006,0,0,0,0,0,0,0,0.0
