"keyword","sumFreq","numWords"
"DATA AND",12,2
"ENVIRONMENT",12,1
"EXPERIENCE WORKING",12,2
"IMPLEMENT",12,1
"IN A",12,2
"PREDICTIVE",12,1
"PRODUCTS",12,1
"ROLE",12,1
"THE DATA",12,2
"TO WORK",12,2
"WORK WITH",12,2
"APPLIED",11,1
"BACHELORS",11,1
"CAN",11,1
"CLIENT",11,1
"COMMUNICATION",11,1
"FIELD",11,1
"IMPACT",11,1
"LIKE",11,1
"MORE",11,1
"ONE",11,1
"PROCESS",11,1
"TEAMS",11,1
"VISUALIZATIONS",11,1
"WE ARE",11,2
"WOULD",11,1
"BOTH",10,1
"CREATE",10,1
"DEEP",10,1
"EMEREST",10,1
"ETC",10,1
"OPERATIONS",10,1
"PREVIOUS",10,1
"PROVIDE",10,1
"REMOTE",10,1
"RESULTS",10,1
"RIGHT",10,1
"RISK",10,1
"TIME",10,1
"VARIOUS",10,1
"VISUALIZATION",10,1
"YOU WILL",10,2
"ALGORITHMS",9,1
"ANALYSIS AND",9,2
"AND DATA",9,2
"AND IMPLEMENT",9,2
"CONCEPTS",9,1
"CONNECT",9,1
"DEGREE IN",9,2
"EXCEL",9,1
"FOR A",9,2
"HANDSON",9,1
"IMPROVE",9,1
"LARGE",9,1
"OPPORTUNITY",9,1
"R",9,1
"RESPONSIBILITIES",9,1
"SOLVE",9,1
"TOOLS",9,1
"USE",9,1
"WORKING WITH",9,2
"AI",8,1
"AND MACHINE LEARNING",8,3
"ANDOR",8,1
"ANY",8,1
"BUILD",8,1
"DATABASES",8,1
"DATASETS",8,1
"DECISIONS",8,1
"DEMONSTRATED",8,1
"EMEREST CONNECT",8,2
"HEALTH",8,1
"JOB",8,1
"LEARNING AND",8,2
"LOOKING",8,1
"MATHEMATICS OR",8,2
"METHODS",8,1
"PEOPLE",8,1
"POSITION",8,1
"RED",8,1
"RELEVANT",8,1
"RESEARCH AND",8,2
"RETAIL",8,1
"SOURCES",8,1
"SPARK",8,1
"STATISTICAL MODELING",8,2
"TEAM TO",8,2
"THE RIGHT",8,2
"UNDERSTAND",8,1
"WITH A",8,2
"ABLE",7,1
"ABLE TO",7,2
"ANALYSTS",7,1
"AND MACHINE",7,2
"CANDIDATES",7,1
"COLLABORATE",7,1
"COMMUNICATION SKILLS",7,2
"CURRENT",7,1
"DATA ANALYSIS",7,2
"DATA FOR",7,2
"DETECTION",7,1
"ENDTOEND",7,1
"ENGINEERS",7,1
"ENJOY",7,1
"FIRM",7,1
"FRAUD",7,1
"GLOBAL",7,1
"GOOD",7,1
"HAS",7,1
"HEALTHCARE",7,1
"IDENTIFY",7,1
"IMPLEMENTING",7,1
"IN COMPUTER",7,2
"IN COMPUTER SCIENCE",7,3
"IN DATA",7,2
"INTEGRITY",7,1
"LOOKING FOR",7,2
"LOVE",7,1
"MAJOR",7,1
"MAKE",7,1
"MASTERS",7,1
"MODELING AND",7,2
"OPERATIONS RESEARCH",7,2
"PACKAGES",7,1
"PERFORM",7,1
"PRESENT",7,1
"PROCESSING",7,1
"PROJECT",7,1
"RESPONSIBILITY",7,1
"SCIENCE AND",7,2
"STAKEHOLDERS",7,1
"TABLEAU",7,1
"TESTING",7,1
"TO DEVELOP",7,2
"TO SOLVE",7,2
"TO THE",7,2
"VEHICLE",7,1
"VISION",7,1
"WELL",7,1
"WITH DATA",7,2
"WORLD",7,1
"YEARS",7,1
"2",6,1
"A TEAM",6,2
"ANALYTIC",6,1
"ANALYZE",6,1
"AND PRESENT",6,2
"APPLICANTS",6,1
"AS WELL",6,2
"AS WELL AS",6,3
"BUSINESS PROBLEMS",6,2
"CHALLENGING",6,1
"CLOUD",6,1
"COLLABORATE WITH",6,2
"COMPANIES",6,1
"CULTURE",6,1
"DASHBOARDS",6,1
"DESCRIPTION",6,1
"DISTRIBUTED",6,1
"DOMAINS",6,1
"ECONOMETRICS",6,1
"ENGINEER",6,1
"EVERY",6,1
"FINANCIAL",6,1
"FOR DATA",6,2
"FULL",6,1
"GROWTH",6,1
"HANDSON EXPERIENCE",6,2
"HIRING",6,1
"KNOWLEDGE OF",6,2
"LATEST",6,1
"LEAD",6,1
"LEARNING MODELS",6,2
"LEVERS",6,1
"MACHINE LEARNING AND",6,3
"MACHINE LEARNING MODELS",6,3
"MANAGEMENT",6,1
"MANY",6,1
"MODEL DEVELOPER",6,2
"MOST",6,1
"NONTECHNICAL",6,1
"NOT",6,1
"O",6,1
"OAK",6,1
"ON THE",6,2
"ONE OF",6,2
"ORGANIZATION",6,1
"PART",6,1
"PLATFORMS",6,1
"PROCESSES",6,1
"PROFICIENCY WITH",6,2
"QUANTITATIVE FIELD",6,2
"RED OAK",6,2
"RELATIONAL",6,1
"SCIENTISTS",6,1
"STRATEGY",6,1
"STRUCTURED",6,1
"TO A",6,2
"TO HELP",6,2
"TRANSLATE",6,1
"WELL AS",6,2
"WERE",6,1
"WILL BE",6,2
"WORKING IN",6,2
"YOU ARE",6,2
"4",5,1
"A DATA",5,2
"ACTIONABLE",5,1
"ADDRESS",5,1
"AND ANALYSIS",5,2
"AND MODELING",5,2
"AND THE",5,2
"ARE LOOKING",5,2
"ARE LOOKING FOR",5,3
"ARTIFICIAL",5,1
"ARTIFICIAL INTELLIGENCE",5,2
"AS A",5,2
"AT LEAST",5,2
"AUDIENCE",5,1
"AUTOMATED",5,1
"AWS",5,1
"BACHELORS DEGREE",5,2
"BACHELORS DEGREE IN",5,3
"BE A",5,2
"BIG",5,1
"CITIZENS",5,1
"CLOSELY WITH",5,2
"CONTRIBUTE",5,1
"CONTROL",5,1
"CREDIT RISK",5,2
"DAILY",5,1
"DATA ANALYTICS",5,2
"DATA SCIENCE AND",5,3
"DATA SOURCES",5,2
"DECISION",5,1
"DEEP LEARNING",5,2
"DETAILS",5,1
"ECONOMICS",5,1
"EFFORTS",5,1
"ENGINEERING AND",5,2
"ENSURE",5,1
"EXPERIENCE WORKING WITH",5,3
"EXPERTISE",5,1
"HYBRID",5,1
"IN DATA SCIENCE",5,3
"IN PYTHON",5,2
"IN STATISTICS",5,2
"INDUSTRIAL",5,1
"INFORM",5,1
"IS A PLUS",5,3
"ISSUES",5,1
"LEARNING ALGORITHMS",5,2
"LEAST",5,1
"LOCAL",5,1
"MACHINE LEARNING ALGORITHMS",5,3
"MAKING",5,1
"MARKET",5,1
"MINING",5,1
"ML",5,1
"MS",5,1
"MUST",5,1
"OF EXPERIENCE",5,2
"OWN",5,1
"PART OF",5,2
"PERFORMANCE",5,1
"POWER",5,1
"PRESCRIPTIVE",5,1
"PRODUCE",5,1
"PRODUCTION EXPERIENCE",5,2
"PROVIDES",5,1
"RELATED QUANTITATIVE",5,2
"RELATIONAL DATABASES",5,2
"REQUIREMENTS",5,1
"SCALE",5,1
"SCIENCE OR",5,2
"SENIOR",5,1
"SOFTWARE ENGINEERING",5,2
"SOLID",5,1
"SOME",5,1
"SOME OF",5,2
"STANDARDS",5,1
"STATISTICAL MODELING AND",5,3
"STATISTICS COMPUTER",5,2
"STATISTICS COMPUTER SCIENCE",5,3
"STRUCTURED AND",5,2
"TEAM OF",5,2
"TEST",5,1
"THE BUSINESS",5,2
"THE DATA SCIENTIST",5,3
"THE TEAM",5,2
"THEY ARE",5,2
"THIS IS",5,2
"THIS ROLE",5,2
"TO BE",5,2
"TO IMPROVE",5,2
"WILL WORK",5,2
"WITH PYTHON",5,2
"WORK WITH THE",5,3
"WRITE",5,1
"5",4,1
"A DATA SCIENTIST",4,3
"A PROJECT",4,2
"A RELATED",4,2
"ADHOC",4,1
"ADVANCED ANALYTICS",4,2
"AND COMMUNICATE",4,2
"AND CREATE",4,2
"AND HELP",4,2
"AND TECHNOLOGY",4,2
"AND TESTING",4,2
"ANOMALY",4,1
"ANOMALY DETECTION",4,2
"ANOVA",4,1
"APPLIED MATHEMATICS",4,2
"AREAS",4,1
"AS THE",4,2
"AT THE",4,2
"AWIM",4,1
"BAYESIAN",4,1
"BE ABLE",4,2
"BE ABLE TO",4,3
"BEHAVIOR",4,1
"BENEFITS",4,1
"BETTER",4,1
"BI",4,1
"BIG DATA",4,2
"BOSCH IS",4,2
"BOSCHS",4,1
"C2C",4,1
"CARD",4,1
"CARE",4,1
"CHAIN",4,1
"CLEAN",4,1
"CLEAR",4,1
"CLOSELY WITH THE",4,3
"COLLABORATIVE",4,1
"COMFORTABLE",4,1
"COMPENSATION",4,1
"COMPETITIVE",4,1
"COMPONENTS",4,1
"COMPUTER SCIENCE ECONOMICS",4,3
"COMPUTER SCIENCE ECONOMICS ENGINEERING",4,4
"COMPUTER SCIENCE ECONOMICS ENGINEERING MATHEMATICS",4,5
"COMPUTER SCIENCE ECONOMICS ENGINEERING MATHEMATICS OR",4,6
"CONCLUSIONS",4,1
"CONNECTED",4,1
"CONTRIBUTE TO",4,2
"CREDIT",4,1
"CRITICAL",4,1
"DATA MINING",4,2
"DATA PROCESSING",4,2
"DATA SCIENTIST WILL",4,3
"DATA SCIENTISTS",4,2
"DATA TO",4,2
"DATA VISUALIZATION",4,2
"DAY",4,1
"DELIVER",4,1
"DEPLOYING",4,1
"DETAIL",4,1
"DETECT",4,1
"DEVELOPER",4,1
"DISABILITY",4,1
"DIVERSE",4,1
"DOING",4,1
"DRIVE",4,1
"DRIVING",4,1
"ECONOMICS ENGINEERING",4,2
"ECONOMICS ENGINEERING MATHEMATICS",4,3
"ECONOMICS ENGINEERING MATHEMATICS OR",4,4
"EDUCATION",4,1
"ENGINEERING MATHEMATICS",4,2
"ENGINEERING MATHEMATICS OR",4,3
"EQUAL",4,1
"EXECUTIVES",4,1
"EXPERIENCE AND",4,2
"EXPERIENCE PREFERRED",4,2
"EXPERIENCE USING",4,2
"FIND",4,1
"FOR ANALYSIS",4,2
"FOR DATA ANALYSIS",4,3
"FOR MAJOR",4,2
"FOR THE",4,2
"FUN",4,1
"GENDER",4,1
"GIT",4,1
"GREEN",4,1
"GREEN CARD",4,2
"GROWING",4,1
"HANDSON EXPERIENCE IN",4,3
"HAVE A",4,2
"IDEAL",4,1
"IN PRODUCTION",4,2
"INCLUDE",4,1
"INNOVATIVE",4,1
"INTELLIGENCE",4,1
"INTERNAL",4,1
"INTERPRET",4,1
"ITS",4,1
"LANGUAGE",4,1
"LEARN",4,1
"LEARNING TECHNIQUES",4,2
"LIBRARIES",4,1
"LOGISTICS",4,1
"LOVE TO",4,2
"MACHINE LEARNING TECHNIQUES",4,3
"MANNER",4,1
"MANUFACTURING",4,1
"MARKETING LEVERS",4,2
"MASTERS DEGREE",4,2
"MATHEMATICAL",4,1
"MATHEMATICS INITIATIVES",4,2
"MAY",4,1
"MICROSOFT",4,1
"MODEL DEVELOPMENT",4,2
"MONITOR",4,1
"MUST BE",4,2
"NEEDED",4,1
"OAKS",4,1
"OF EXPERIENCE IN",4,3
"OF KEY",4,2
"OF MACHINE",4,2
"OF MACHINE LEARNING",4,3
"OF STEM SCIENCE TECHNOLOGY ENGINEERING",4,5
"OFFERINGS",4,1
"OPTIMIZATION",4,1
"OR SIMILAR",4,2
"ORGANIZE",4,1
"OUR DATA",4,2
"OUR PRODUCT",4,2
"OUTCOMES",4,1
"OWNERSHIP",4,1
"PACED",4,1
"PATIENT",4,1
"PLAN",4,1
"PLATFORM",4,1
"PLEASE",4,1
"PROACTIVELY",4,1
"PROTECTED",4,1
"QUERY BUILDING",4,2
"RD",4,1
"REGRESSION",4,1
"SAS",4,1
"SCIENCE ECONOMICS",4,2
"SCIENCE ECONOMICS ENGINEERING",4,3
"SCIENCE ECONOMICS ENGINEERING MATHEMATICS",4,4
"SCIENCE ECONOMICS ENGINEERING MATHEMATICS OR",4,5
"SCIENCE TECHNOLOGY ENGINEERING",4,3
"SCIENTIST WILL",4,2
"SCRIPTING",4,1
"SEE",4,1
"SEEKING",4,1
"SERVE",4,1
"SIMILAR",4,1
"SKILLED",4,1
"SOLVING",4,1
"STATISTICAL ANALYSIS",4,2
"STATISTICS COMPUTER SCIENCE ECONOMICS",4,4
"STATISTICS COMPUTER SCIENCE ECONOMICS ENGINEERING",4,5
"STATISTICS COMPUTER SCIENCE ECONOMICS ENGINEERING MATHEMATICS",4,6
"STATISTICS COMPUTER SCIENCE ECONOMICS ENGINEERING MATHEMATICS OR",4,7
"STATUS",4,1
"STAY",4,1
"STEM SCIENCE TECHNOLOGY ENGINEERING",4,4
"STRATEGIC",4,1
"STRONG SQL",4,2
"SYSTEM",4,1
"TAKING",4,1
"TECHNOLOGY ENGINEERING",4,2
"TELEMETRY",4,1
"TESTED",4,1
"THE COMPANY",4,2
"THE MOST",4,2
"THE ORGANIZATION",4,2
"THE WORLD",4,2
"THIS IS A",4,3
"TO ADDRESS",4,2
"TO ALL",4,2
"TO BUILD",4,2
"TO DETAIL",4,2
"TO DETECT",4,2
"TO LEARN",4,2
"VALUE",4,1
"VARIOUS MARKETING",4,2
"VARIOUS MARKETING LEVERS",4,3
"VIA",4,1
"WE WOULD",4,2
"WHO IS",4,2
"WILL HAVE",4,2
"WITHIN THE",4,2
"WORK EXPERIENCE",4,2
"WOULD LOVE",4,2
"WOULD LOVE TO",4,3
"WRITING",4,1
"YEARS EXPERIENCE",4,2
"401K",3,1
"A HYBRID",3,2
"A NONTECHNICAL",3,2
"A PROUD",3,2
"A REMOTE",3,2
"A TECHNICAL",3,2
"A WIDE",3,2
"AB",3,1
"ACADEMIC RESEARCH",3,2
"ACROSS THE",3,2
"ADDING",3,1
"ADDITIONAL",3,1
"ADVANCED DEGREE",3,2
"ADVANCED DEGREE MS",3,3
"ADVANCED STATISTICAL",3,2
"AGILE",3,1
"AI MODELS",3,2
"ANALYTICS AND",3,2
"ANALYTICS PROJECTS",3,2
"ANALYTICS TEAM",3,2
"AND ACTIONABLE",3,2
"AND ANALYTICS",3,2
"AND ANALYZE",3,2
"AND APPLY",3,2
"AND BUILD",3,2
"AND BUSINESS",3,2
"AND COMPETITIVE ENVIRONMENT",3,3
"AND DEVELOP",3,2
"AND FINANCIAL",3,2
"AND MARGIN ENHANCEMENT",3,3
"AND NEW",3,2
"AND OWNERSHIP",3,2
"AND OWNERSHIP OVER",3,3
"AND PERFORM",3,2
"AND PRESENT RESULTS",3,3
"AND PROVIDE",3,2
"AND WILL",3,2
"ANOMALIES",3,1
"ANY OTHER",3,2
"APPLICATION",3,1
"APPLICATIONS",3,1
"APPLY STATISTICAL",3,2
"APPLYING",3,1
"APPROACHES",3,1
"AS PART",3,2
"AS PART OF",3,3
"ASPECTS",3,1
"AT LEAST ONE",3,3
"ATTENTION",3,1
"ATTENTION TO",3,2
"AUTOMATION",3,1
"AZURE",3,1
"BACKGROUND",3,1
"BACKGROUND IN",3,2
"BASIC",3,1
"BASIC QUALIFICATIONS",3,2
"BEST",3,1
"BONUS",3,1
"BOSCH IS A",3,3
"BUILDING AND",3,2
"BUSINESS AND",3,2
"BUSINESS DECISIONS",3,2
"CAMBRIDGEBASED",3,1
"CANDIDATE",3,1
"CARE OF",3,2
"CHALLENGES",3,1
"CHOICE",3,1
"CLIENTS",3,1
"CODE AND",3,2
"COLLABORATING",3,1
"COLLECT",3,1
"COLOR",3,1
"COMFORTABLE WORKING",3,2
"COMFORTABLE WORKING IN",3,3
"COMMUNICATE AND",3,2
"COMMUNICATE COMPLEX",3,2
"COMPETITIVE ENVIRONMENT",3,2
"COMPLIANCE",3,1
"COMPONENTS ANALYSIS",3,2
"COMPUTER SCIENCE DATA",3,3
"COMPUTER SCIENCE DATA SCIENCE",3,4
"CONSUMER",3,1
"CONTENT",3,1
"CREDIT RISK MODEL",3,3
"CROSSFUNCTIONAL",3,1
"CULTURE AND",3,2
"CURRENT WITH",3,2
"DATA A PLUS",3,3
"DATA GOVERNANCE",3,2
"DATA MODELING",3,2
"DATA PRODUCTS",3,2
"DATA SCIENCE MODELING",3,3
"DATA SCIENCE OR",3,3
"DATA SCIENTIST WHO",3,3
"DATA SCIENTIST WILL WORK",3,4
"DEGREE MS",3,2
"DELIVERY",3,1
"DENTAL",3,1
"DESIRE",3,1
"DEVELOP USEFUL",3,2
"DEVELOP USEFUL VISUALIZATIONS",3,3
"DEVELOPING",3,1
"DEVELOPMENT TEAM",3,2
"DIRECT",3,1
"DIRECTOR",3,1
"DISCIPLINE",3,1
"DISCOVERY",3,1
"DOCUMENT",3,1
"DS",3,1
"DUTIESRESPONSIBILITIES",3,1
"EDGE",3,1
"EFFECTS",3,1
"EMPLOYER",3,1
"EMPLOYMENT",3,1
"END",3,1
"ENDTOEND RESPONSIBILITY",3,2
"ENDTOEND RESPONSIBILITY AND",3,3
"ENGINEERING TEAMS",3,2
"ENHANCEMENT",3,1
"ENJOY MANAGING",3,2
"ENTIRE",3,1
"ENVIRONMENTS",3,1
"EVERY DAY",3,2
"EXCEL GURU",3,2
"EXCELLENT",3,1
"EXCITING",3,1
"EXECUTE",3,1
"EXPERIENCE ANALYZING",3,2
"EXPERIENCE WRITING",3,2
"FAMILIARITY",3,1
"FAMILIARITY WITH",3,2
"FAST",3,1
"FEATURES",3,1
"FINDINGS",3,1
"FIRST",3,1
"FLEXIBILITY",3,1
"FOCUS",3,1
"FULL TIME",3,2
"FULL TIME ACADEMIC RESEARCH",3,4
"GIT FOR",3,2
"GOALS",3,1
"GOOD COMMUNICATION",3,2
"GOOD COMMUNICATION SKILLS",3,3
"GOVERNANCE",3,1
"GROW",3,1
"GURU",3,1
"HELP EXECUTIVES",3,2
"HELP US",3,2
"HERE",3,1
"HIGH",3,1
"HUMAN",3,1
"HYBRID WORK",3,2
"IDEAL EXPERIENCE",3,2
"IMPACTING",3,1
"IMPLICATIONS",3,1
"IMPROVEMENTS",3,1
"IN AN",3,2
"IN COMPUTER SCIENCE DATA",3,4
"IN COMPUTER SCIENCE DATA SCIENCE",3,5
"IN ONE",3,2
"IN THE US",3,3
"IN THE WORLD",3,3
"INDICATORS",3,1
"INITIATIVES",3,1
"INSURANCE",3,1
"INTERNAL DATA",3,2
"IS A PROUD",3,3
"JOIN",3,1
"KAGGLE",3,1
"KEEN",3,1
"KEEN ATTENTION",3,2
"KEEN ATTENTION TO",3,3
"KEY DECISION",3,2
"LABS",3,1
"LARGESCALE",3,1
"LARGEST",3,1
"LEAD AND",3,2
"LEADING",3,1
"LEARN AND",3,2
"LEAST ONE",3,2
"LEVEL",3,1
"LEVERAGE",3,1
"LIFE",3,1
"MAINTAIN",3,1
"MAINTAINABLE",3,1
"MAINTAINABLE AND",3,2
"MAKERS",3,1
"MANAGE",3,1
"MANAGER",3,1
"MANAGING",3,1
"MANIPULATING",3,1
"MARGIN",3,1
"MARGIN ENHANCEMENT",3,2
"MARKETING AND",3,2
"MASTERS DEGREE IN",3,3
"MAY BE",3,2
"MEMBERS",3,1
"METRICS",3,1
"MINE",3,1
"MISLEADING",3,1
"MOBILITY",3,1
"MODEL FOR",3,2
"NATIONAL",3,1
"NATIONAL ORIGIN",3,2
"NETWORKS",3,1
"NEW ANALYTICS",3,2
"NEW DATA",3,2
"NONTECHNICAL AUDIENCE",3,2
"OBJECTIVES",3,1
"OF A",3,2
"OF PRODUCTION",3,2
"OF RELATIONAL",3,2
"OF RELATIONAL DATABASES",3,3
"OF THE MOST",3,3
"OFFICE",3,1
"ON EXPERIENCE",3,2
"OPPORTUNITIES",3,1
"OPPORTUNITY TO",3,2
"OPTIMAL",3,1
"OPTIMIZE",3,1
"OR A",3,2
"OR A RELATED",3,3
"OR ANY",3,2
"OR ANY OTHER",3,3
"OR FULL TIME ACADEMIC RESEARCH",3,5
"ORGANIZATIONS",3,1
"ORIENTATION",3,1
"ORIENTED",3,1
"ORIGIN",3,1
"OVER A",3,2
"OVER A PROJECT",3,3
"OWNERSHIP OVER",3,2
"PACED ENVIRONMENT",3,2
"PASSIONATE",3,1
"PASSIONATE ABOUT",3,2
"PERSONAL",3,1
"PHARMACEUTICAL",3,1
"PIPELINES",3,1
"POINTS",3,1
"PORTFOLIO",3,1
"POWER BI",3,2
"POWERPOINT",3,1
"PRACTICAL",3,1
"PRACTICAL BUSINESS",3,2
"PRACTICES",3,1
"PREDICT",3,1
"PREDICTION",3,1
"PREDICTIONS",3,1
"PREDICTIVE MODELING",3,2
"PRESENT RESULTS",3,2
"PREVIOUS EXPERIENCE",3,2
"PREVIOUS MARKETING",3,2
"PREVIOUS MARKETING EXPERIENCE",3,3
"PREVIOUS MARKETING EXPERIENCE PREFERRED",3,4
"PREVIOUS RETAIL",3,2
"PREVIOUS RETAIL ELECTRICITY",3,3
"PREVIOUS RETAIL ELECTRICITY MARKET",3,4
"PREVIOUS RETAIL ELECTRICITY MARKET EXPERIENCE",3,5
"PREVIOUS RETAIL ELECTRICITY MARKET EXPERIENCE PREFERRED",3,6
"PRIMARY",3,1
"PROBLEM",3,1
"PROBLEM SOLVING",3,2
"PRODUCE MODELS",3,2
"PROGRAM",3,1
"PROGRAMMING A PLUS",3,3
"PROUD",3,1
"PYTHON INCLUDING",3,2
"QUALIFIED",3,1
"QUALITY",3,1
"QUANTIFY",3,1
"QUANTIFY THE",3,2
"QUANTIFY THE EFFECTS",3,3
"QUERIES",3,1
"R PROGRAMMING",3,2
"RACE",3,1
"RACE COLOR",3,2
"RECOGNITION",3,1
"RECOMMENDATIONS",3,1
"RECRUITING",3,1
"REGARD",3,1
"REGARD TO",3,2
"RELATED QUANTITATIVE FIELD",3,3
"RELIGION",3,1
"RESPONSIBILITY AND",3,2
"RESPONSIBILITY FOR",3,2
"REVIEW",3,1
"RIGOROUS",3,1
"RISK MODEL",3,2
"ROLE WILL",3,2
"SCIENCE APPLIED",3,2
"SCIENCE DATA",3,2
"SCIENCE DATA SCIENCE",3,3
"SCIENCE MODELING",3,2
"SCIENCE STATISTICS",3,2
"SCIENTIST WHO",3,2
"SCIENTIST WILL WORK",3,3
"SENSE",3,1
"SETS",3,1
"SEXUAL",3,1
"SEXUAL ORIENTATION",3,2
"SIGNIFICANT",3,1
"SMARTER",3,1
"SOCIAL",3,1
"SOLID UNDERSTANDING",3,2
"SOLID UNDERSTANDING OF",3,3
"SOURCING",3,1
"SPONSOR",3,1
"STANDARD",3,1
"STARTUP",3,1
"STAY CURRENT",3,2
"STEM",3,1
"STORES",3,1
"STRONG COMMUNICATION",3,2
"STRONG COMMUNICATION SKILLS",3,3
"STRONG DATA",3,2
"STRONG GENERAL",3,2
"STRONG GENERAL PROGRAMMING",3,3
"STRONG UNDERSTANDING",3,2
"STRONG UNDERSTANDING OF",3,3
"SUBJECT",3,1
"SUCCESSFUL",3,1
"SUMMARY",3,1
"SUPPLY CHAIN",3,2
"SUPPORT",3,1
"SUPPORTING",3,1
"SURVIVAL",3,1
"SURVIVAL MODELING",3,2
"TAKING ENDTOEND",3,2
"TECHNOLOGY AND",3,2
"TESTED CODE",3,2
"TESTS",3,1
"THAT ARE",3,2
"THAT HAVE",3,2
"THAT WILL",3,2
"THE BOSCH",3,2
"THE DATA SCIENTIST WILL",3,4
"THE DEVELOPMENT",3,2
"THE LARGEST",3,2
"THE LATEST",3,2
"THE MARKETING",3,2
"THE OPPORTUNITY",3,2
"THE US",3,2
"THINK",3,1
"THINK CRITICALLY",3,2
"THRESHOLDS",3,1
"THROUGH THE",3,2
"THROUGHOUT THE",3,2
"TIME ACADEMIC RESEARCH",3,3
"TIME FOR",3,2
"TO A NONTECHNICAL",3,3
"TO CREATE",3,2
"TO DESIGN",3,2
"TO DRIVE",3,2
"TO ENSURE",3,2
"TO FIND",3,2
"TO INCLUDE",3,2
"TO LEARN AND",3,3
"TO MAKE",3,2
"TO RACE",3,2
"TO RACE COLOR",3,3
"TO SEE",3,2
"TO SUPPORT",3,2
"TO TRANSLATE",3,2
"TO UNDERSTAND",3,2
"TO WORK IN",3,3
"TO WORK WITH",3,3
"TRAINING",3,1
"TRANSLATE COMMUNICATE",3,2
"TRANSLATE COMMUNICATE AND",3,3
"UTILIZE",3,1
"VALIDATE",3,1
"VARIETY",3,1
"VARIETY OF",3,2
"VERSION",3,1
"VERSION CONTROL",3,2
"VIDEO",3,1
"WE ARE LOOKING",3,3
"WE ARE LOOKING FOR",3,4
"WEBLOG DATA A PLUS",3,4
"WIDE",3,1
"WILL WORK WITH",3,3
"WITH OUR",3,2
"WITH PRODUCT",3,2
"WITH RELATIONAL",3,2
"WITH SOFTWARE",3,2
"WITH SQL",3,2
"WITH THE LATEST",3,3
"WITH THE MARKETING",3,3
"WORK AND",3,2
"WORK AS",3,2
"WORK CLOSELY",3,2
"WORK IN",3,2
"WORK WITH THE MARKETING",3,4
"WORK WITH THE MARKETING TEAM",3,5
"WORK WITH THE MARKETING TEAM TO",3,6
"YEARS RELEVANT",3,2
"YORK",3,1
"YOU ENJOY",3,2
"YOU ENJOY MANAGING",3,3
"YOUR WORK",3,2
"10",2,1
"10 TRAVEL",2,2
"10 TRAVEL MAY",2,3
"10 TRAVEL MAY BE",2,4
"10 TRAVEL MAY BE REQUIRED",2,5
"20",2,1
"3",2,1
"5050",2,1
"A CLEAR",2,2
"A CLEAR MANNER",2,3
"A CLOUD",2,2
"A CLOUD ENVIRONMENT",2,3
"A CREDIT RISK MODEL DEVELOPER",2,5
"A DIVERSE",2,2
"A DIVERSE WORKFORCE",2,3
"A FAST",2,2
"A FAST PACED",2,3
"A GOOD",2,2
"A GOOD UNDERSTANDING",2,3
"A GOOD UNDERSTANDING OF",2,4
"A HANDFUL",2,2
"A HANDFUL OF",2,3
"A HYBRID WORK",2,3
"A LOCAL",2,2
