"keyword","sumFreq","numWords"
"STATISTICAL ANALYSIS",11,2
"TO HELP",11,2
"TO IMPROVE",11,2
"VARIETY",11,1
"VARIETY OF",11,2
"WITH PYTHON",11,2
"WORLD",11,1
"ACCESS",10,1
"ANALYSTS",10,1
"ANALYTICS AND",10,2
"AND BUSINESS",10,2
"AT THE",10,2
"AUDIENCES",10,1
"BEST",10,1
"CHALLENGES",10,1
"CHANGE",10,1
"COLOR",10,1
"COMPENSATION",10,1
"CROSSFUNCTIONAL",10,1
"CURRENT",10,1
"DATA SCIENTIST WILL",10,3
"DATA SOURCES",10,2
"DATASETS",10,1
"ECONOMETRICS",10,1
"ELIGIBLE",10,1
"EMEREST",10,1
"EMPLOYEES",10,1
"EVERY",10,1
"EXPERIENCE WORKING WITH",10,3
"FINANCIAL",10,1
"IN PYTHON",10,2
"INTERNAL",10,1
"LEVEL",10,1
"MACHINE LEARNING AND",10,3
"MACHINE LEARNING MODELS",10,3
"MINING",10,1
"MODELING AND",10,2
"NATIONAL",10,1
"OF A",10,2
"OFFERED",10,1
"OPTIMIZATION",10,1
"OUR DATA",10,2
"PACKAGES",10,1
"PRESENT",10,1
"PRIMARY",10,1
"PROBLEM SOLVING",10,2
"PRODUCT AND",10,2
"PROJECT",10,1
"PROTECTED",10,1
"RANGE",10,1
"RISK",10,1
"SALARY",10,1
"SCIENCES",10,1
"STRUCTURED",10,1
"SUCCESSFUL",10,1
"TEAM OF",10,2
"THAT IS",10,2
"TO DELIVER",10,2
"TRAINING",10,1
"VERBAL",10,1
"1",9,1
"ADDRESS",9,1
"AGE",9,1
"AND MODELING",9,2
"ARE LOOKING",9,2
"AS PART",9,2
"AS PART OF",9,3
"AUTOMATED",9,1
"BACHELORS DEGREE IN",9,3
"BE A",9,2
"BIG",9,1
"BRING",9,1
"BUILDING AND",9,2
"CHALLENGING",9,1
"COLLABORATE WITH",9,2
"COMFORTABLE",9,1
"COMMON",9,1
"COMPETITIVE",9,1
"CONTENT",9,1
"CREATING",9,1
"CRITICAL",9,1
"DAILY",9,1
"DATABASES",9,1
"DEMAND",9,1
"DEMONSTRATED EXPERIENCE",9,2
"DEVELOPING",9,1
"EFFORTS",9,1
"END",9,1
"ENJOY",9,1
"HANDSON",9,1
"HIGH",9,1
"IN COMPUTER",9,2
"INTELLIGENCE",9,1
"ITS",9,1
"LATEST",9,1
"LEADING",9,1
"LEARNING TECHNIQUES",9,2
"LOVE",9,1
"MACHINE LEARNING TECHNIQUES",9,3
"MANAGE",9,1
"MANAGEMENT",9,1
"MASTERS DEGREE",9,2
"MICROSOFT",9,1
"MUST BE",9,2
"NATIONAL ORIGIN",9,2
"ON A",9,2
"OPERATIONS RESEARCH",9,2
"OR A",9,2
"OR EQUIVALENT",9,2
"ORIENTATION",9,1
"ORIGIN",9,1
"OUR TEAM",9,2
"PLATFORM",9,1
"PLATFORMS",9,1
"POWER",9,1
"PROVIDING",9,1
"PTO",9,1
"RACE",9,1
"RELATIONSHIPS",9,1
"SENIOR",9,1
"SERIES",9,1
"SEXUAL",9,1
"SEXUAL ORIENTATION",9,2
"STANDARDS",9,1
"STATISTICAL MODELING",9,2
"STRATEGY",9,1
"TEST",9,1
"THE ABILITY",9,2
"THE ABILITY TO",9,3
"THE DATA SCIENTIST",9,3
"THE RIGHT",9,2
"THIS POSITION",9,2
"TO APPLY",9,2
"TO CREATE",9,2
"TO ENSURE",9,2
"TRACK",9,1
"WITH OTHER",9,2
"WITH OUR",9,2
"WRITTEN AND",9,2
"YEAR",9,1
"100",8,1
"5",8,1
"A VARIETY",8,2
"A VARIETY OF",8,3
"AB",8,1
"ANALYZING",8,1
"AND EXPERIENCE",8,2
"APPLYING",8,1
"ARTIFICIAL",8,1
"ARTIFICIAL INTELLIGENCE",8,2
"AVAILABLE",8,1
"BASE",8,1
"BAYESIAN",8,1
"BETTER",8,1
"CENTRALS",8,1
"CLOUD",8,1
"COLLABORATIVE",8,1
"COMFORTABLE WORKING",8,2
"COMPANIES",8,1
"CONNECTED",8,1
"DASHBOARDS",8,1
"DATA ENGINEERING",8,2
"DESCRIPTION",8,1
"DETECTION",8,1
"DO",8,1
"ELECTRICITY",8,1
"EMEREST CONNECT",8,2
"EMPATHY",8,1
"ENGINEERING AND",8,2
"ENGINEERING TEAMS",8,2
"ENVIRONMENTS",8,1
"EXCITING",8,1
"EXECUTE",8,1
"FIRM",8,1
"FOR THE",8,2
"FRAUD",8,1
"GENERATE",8,1
"HAVE A",8,2
"HEALTHCARE",8,1
"IN AN",8,2
"IN COMPUTER SCIENCE",8,3
"IN STATISTICS",8,2
"INTEGRITY",8,1
"MANNER",8,1
"MANY",8,1
"MASTERS DEGREE IN",8,3
"MATH",8,1
"MATHEMATICS OR",8,2
"MISSION",8,1
"MS",8,1
"OF NEW",8,2
"OPEN",8,1
"OPPORTUNITY EMPLOYER",8,2
"OR ANY",8,2
"OR PYTHON",8,2
"ORDER",8,1
"PASSION",8,1
"PRACTICAL",8,1
"PRACTICE",8,1
"PRIOR",8,1
"PROFICIENT",8,1
"PROGRAMS",8,1
"R OR",8,2
"RACE COLOR",8,2
"RED",8,1
"RELIGION",8,1
"SERVICE",8,1
"SET",8,1
"SHOULD",8,1
"SOFTWARE ENGINEERING",8,2
"SOME",8,1
"STATES",8,1
"STEM",8,1
"STRUCTURED AND",8,2
"SUBJECT",8,1
"THE BUSINESS",8,2
"THINK",8,1
"THIS IS",8,2
"TO IDENTIFY",8,2
"TO LEARN",8,2
"TO WORK WITH",8,3
"TRENDS",8,1
"TRUST",8,1
"TSSCI",8,1
"TWITCH",8,1
"WORK EXPERIENCE",8,2
"WORK IN",8,2
"WORK WITH THE",8,3
"WORKING IN",8,2
"YOU ARE",8,2
"3",7,1
"A RELATED",7,2
"ACTIONABLE INSIGHTS",7,2
"ADDITIONAL",7,1
"ADVANCED ANALYTICS",7,2
"AN EQUAL",7,2
"AND ANALYSIS",7,2
"AND ANALYZE",7,2
"AND COMMUNICATE",7,2
"AND MORE",7,2
"AND PRESENT",7,2
"AND PROVIDE",7,2
"AND VERBAL",7,2
"AND VERBAL COMMUNICATION",7,3
"AND VERBAL COMMUNICATION SKILLS",7,4
"AND WORK",7,2
"ANY OTHER",7,2
"APPLICATION",7,1
"ARE LOOKING FOR",7,3
"AREAS",7,1
"ASSIST",7,1
"AWS",7,1
"BACKGROUND",7,1
"BANK",7,1
"BASIC",7,1
"BASIS",7,1
"BIG DATA",7,2
"BONUS",7,1
"BUILD AND",7,2
"BUSINESS PARTNERS",7,2
"CAPABILITIES",7,1
"CARE",7,1
"CITIZENSHIP",7,1
"COMMITTED",7,1
"COMMUNITY",7,1
"COMPLEX BUSINESS",7,2
"CONDUCT",7,1
"CONTRIBUTE",7,1
"DATA MINING",7,2
"DATA PROCESSING",7,2
"DEFINE",7,1
"DEPLOY",7,1
"DESIGNING",7,1
"DETAIL",7,1
"DEVELOPMENT OF",7,2
"DIRECT",7,1
"ENGINEER",7,1
"EQUAL OPPORTUNITY",7,2
"EVALUATE",7,1
"EXPERIENCE AND",7,2
"EXPERIENCE BUILDING",7,2
"EXTERNAL",7,1
"FIRST",7,1
"FOR BUSINESS",7,2
"FOR EMPLOYMENT",7,2
"GIT",7,1
"GOALS",7,1
"GROWING",7,1
"HOME",7,1
"HYBRID",7,1
"IMPLEMENTING",7,1
"IN ORDER",7,2
"IN ORDER TO",7,3
"INCLUDE",7,1
"INITIATIVES",7,1
"INNOVATION",7,1
"INTEREST",7,1
"INTERPRET",7,1
"IS A PLUS",7,3
"IS TO",7,2
"LEADERSHIP",7,1
"LEARNING ALGORITHMS",7,2
"LEVELS",7,1
"LOCAL",7,1
"MACHINE LEARNING ALGORITHMS",7,3
"MAKERS",7,1
"MATCH",7,1
"MATHEMATICAL",7,1
"MAY BE",7,2
"MEDICAL",7,1
"MEET",7,1
"NO",7,1
"OBJECTIVES",7,1
"OFFICE",7,1
"OR ANY OTHER",7,3
"ORDER TO",7,2
"ORGANIZE",7,1
"PARTNER",7,1
"PRESCRIPTIVE",7,1
"PROFICIENCY WITH",7,2
"PROVIDES",7,1
"QUALIFIED",7,1
"QUANTIFY",7,1
"RELATED QUANTITATIVE",7,2
"RESPONSIBLE",7,1
"RESPONSIBLE FOR",7,2
"SAVINGS",7,1
"SCHEDULE",7,1
"SCIENCE ECONOMICS",7,2
"SCIENCE OR",7,2
"SEE",7,1
"SERVE",7,1
"SIGNIFICANT",7,1
"SMART",7,1
"SOLID",7,1
"SPORTS",7,1
"START",7,1
"STATISTICS COMPUTER",7,2
"STATISTICS COMPUTER SCIENCE",7,3
"SUCCESS",7,1
"SYSTEM",7,1
"THE ORGANIZATION",7,2
"THE WORLD",7,2
"THIS IS A",7,3
"THROUGHOUT THE",7,2
"TIME SERIES",7,2
"TO ALL",7,2
"TO DRIVE",7,2
"TO MAKE",7,2
"TO WORK IN",7,3
"TRANSLATE",7,1
"TRAVELERS",7,1
"UNITED",7,1
"UNITED STATES",7,2
"VEHICLE",7,1
"VERBAL COMMUNICATION",7,2
"VERBAL COMMUNICATION SKILLS",7,3
"VETERAN",7,1
"VETERAN STATUS",7,2
"VIA",7,1
"WE WILL",7,2
"WILL ALSO",7,2
"WILL WORK",7,2
"WORK CLOSELY",7,2
"WORLDS",7,1
"WRITING",7,1
"YORK",7,1
"2",6,1
"A DIVERSE",6,2
"AB TESTING",6,2
"ACCESS TO",6,2
"ACCURACY",6,1
"ADVANCED STATISTICAL",6,2
"AGILE",6,1
"ANALYSIS TO",6,2
"ANALYTICS TEAM",6,2
"AND BUILD",6,2
"AND CREATE",6,2
"AND DELIVER",6,2
"AND HELP",6,2
"AND MAINTAIN",6,2
"AND PRODUCT",6,2
"AND QUALITY",6,2
"ARE A",6,2
"AT LEAST",6,2
"ATTRIBUTION",6,1
"AUDIENCE",6,1
"BALANCE",6,1
"BASE SALARY",6,2
"BASIC QUALIFICATIONS",6,2
"BEHAVIOR",6,1
"BI",6,1
"BUSINESS AND",6,2
"CAN BE",6,2
"CITY",6,1
"CLEAN",6,1
"CLEVELAND",6,1
"COLLABORATION",6,1
"COMPANY IS",6,2
"COMPLIANCE",6,1
"CONCLUSIONS",6,1
"CONSUMER",6,1
"CONTRIBUTE TO",6,2
"CONTRIBUTION",6,1
"CONTROL",6,1
"CORE",6,1
"DATA FROM",6,2
"DATA MODELING",6,2
"DAY",6,1
"DEMAND PLANNING",6,2
"DEPLOYING",6,1
"DETAILS",6,1
"DETECT",6,1
"DEVELOP AND",6,2
"DISCIPLINE",6,1
"DISCIPLINES",6,1
"DISCOVERY",6,1
"DISPARATE",6,1
"DISTRIBUTED",6,1
"DOMAINS",6,1
"DRIVING",6,1
"DYNAMIC",6,1
"EMPLOYEE",6,1
"EMPOWER",6,1
"ENCOURAGE",6,1
"ENGINEERING TEAM",6,2
"EQUAL OPPORTUNITY EMPLOYER",6,3
"ETC KNOWLEDGE",6,2
"ETC KNOWLEDGE OF",6,3
"EXCELLENCE",6,1
"EXECUTIVES",6,1
"EXISTING",6,1
"EXPECTATIONS",6,1
"EXPERIENCE USING",6,2
"EXPERIMENTS",6,1
"FEATURE",6,1
"FIND",6,1
"FOLLOWING",6,1
"FOR MORE",6,2
"FROM MULTIPLE",6,2
"FROM THE",6,2
"FULLTIME",6,1
"GENDER IDENTITY",6,2
"GET",6,1
"GROW",6,1
"HANDSON EXPERIENCE",6,2
"HELP US",6,2
"HIRING",6,1
"IDEAL",6,1
"IDENTITY",6,1
"IN DATA ANALYTICS",6,3
"IN PRODUCTION",6,2
"INCLUDES",6,1
"INFORM",6,1
"INSIGHT",6,1
"INTEGRATE",6,1
"INTEREST IN",6,2
"IS AN",6,2
"ISSUES",6,1
"JOIN",6,1
"KEYME",6,1
"KNOW",6,1
"LANGUAGES SUCH",6,2
"LANGUAGES SUCH AS",6,3
"LARGE DATA",6,2
"LARGE DATA SETS",6,3
"LAWS",6,1
"LEAST",6,1
"LEVERS",6,1
"LIBRARIES",6,1
"LIFECYCLE",6,1
"LOOKER",6,1
"MARITAL",6,1
"MATLAB",6,1
"MODEL DEVELOPER",6,2
"MORE INFORMATION",6,2
"NEED",6,1
"NEEDED",6,1
"NONTECHNICAL",6,1
"O",6,1
"OAK",6,1
"OF DATA SCIENCE",6,3
"OF MACHINE",6,2
"OF MACHINE LEARNING",6,3
"ONGOING",6,1
"OPTIMIZE",6,1
"OR A RELATED",6,3
"OR MORE",6,2
"OTHER DATA",6,2
"OTHERS",6,1
"OUR PRODUCT",6,2
"OWNERSHIP",6,1
"PACED",6,1
"PARENTAL",6,1
"PEOPLE AND",6,2
"PERSONAL",6,1
"PIPELINE",6,1
"PIPELINES",6,1
"PRINCIPAL",6,1
"PROACTIVELY",6,1
"PRODUCE",6,1
"PROUD",6,1
"PYTHON AND",6,2
"QUALIFIED APPLICANTS",6,2
"QUESTIONS",6,1
"RED OAK",6,2
"RELATIONAL",6,1
"REPORTING",6,1
"REPORTS",6,1
"RESOURCES",6,1
"REWARDS",6,1
"ROLE WILL",6,2
"RPYTHON",6,1
"SAS",6,1
"SCIENCE STATISTICS",6,2
"SCIENTIFIC",6,1
"SIMILAR",6,1
"SKILLED",6,1
"SKILLS WITH",6,2
"SOME OF",6,2
"SPACE",6,1
"SR",6,1
"STARTUP",6,1
"STATISTICS AND",6,2
"STREAMING",6,1
"STRONG COMMUNICATION",6,2
"TEAM MEMBERS",6,2
"TECH",6,1
"TECHNOLOGY AND",6,2
"THE BANK",6,2
"THE COMPANY",6,2
"THE DATA SCIENTIST WILL",6,4
"THE ROLE",6,2
"TO DETAIL",6,2
"TRANSFORM",6,1
"TYPES",6,1
"USER",6,1
"VALUES",6,1
"VIDEO",6,1
"WE ARE LOOKING",6,3
"WHILE",6,1
"WHO IS",6,2
"WITH CLIMATE",6,2
"WITH CROSSFUNCTIONAL",6,2
"WITH PRODUCT",6,2
"WITH STAKEHOLDERS",6,2
"WITHIN THE",6,2
"YOU CAN",6,2
"4",5,1
"7",5,1
"A QUANTITATIVE",5,2
"A TEAM OF",5,3
"A TECHNICAL",5,2
"ACCOMMODATION",5,1
"ACCOUNT",5,1
"ACCURATE",5,1
"ADVANCED DEGREE",5,2
"AI TECHNOLOGIES",5,2
"AN EQUAL OPPORTUNITY EMPLOYER",5,4
"AND ACTIONABLE",5,2
"AND ANALYTICS",5,2
"AND DATA SCIENCE",5,3
"AND DEPLOY",5,2
"AND DEVELOP",5,2
"AND ENGINEERING TEAMS",5,3
"AND EXECUTE",5,2
"AND SUPPLY CHAIN",5,3
"AND TESTING",5,2
"AND WITH",5,2
"ARCHITECTURES",5,1
"ARE COMMITTED",5,2
"AS A DATA",5,3
"ASPECTS",5,1
"AT A",5,2
"ATTENTION",5,1
"ATTENTION TO",5,2
"AUTOMATION",5,1
"BACKGROUND IN",5,2
"BE ABLE",5,2
"BE ABLE TO",5,3
"BECOME",5,1
"BUSINESS NEEDS",5,2
"BUSINESS OUTCOMES",5,2
"CARD",5,1
"CAREER",5,1
"CENTER",5,1
"CHANGES",5,1
"CITIZENS",5,1
"CLEANSING",5,1
"CLEAR",5,1
"CLEARANCE",5,1
"CLIMATE CENTRALS",5,2
"CLIMATE CHANGE",5,2
"CLOSELY WITH THE",5,3
"CODING",5,1
"COLLABORATING",5,1
"COLLECT",5,1
"COMMUNICATING",5,1
"COMMUNICATION AND",5,2
"COMMUNITIES",5,1
"COMPELLING",5,1
"COMPONENTS",5,1
"COMPREHENSIVE",5,1
"COMPUTER SCIENCE ECONOMICS",5,3
"COMPUTER SCIENCE ENGINEERING",5,3
"COMPUTING",5,1
"CONTINUE",5,1
"CREATIVE",5,1
"CREDIT RISK",5,2
"DATA IN",5,2
"DATA SCIENTIST WHO",5,3
"DATA USING",5,2
"DATADRIVEN",5,1
"DATE",5,1
"DECISION MAKING",5,2
"DEDICATED",5,1
"DELIVERY",5,1
"DENTAL VISION",5,2
"DESIRE",5,1
"DEVELOPER",5,1
"DIFFERENT",5,1
"DIRECTOR",5,1
"DISNEY",5,1
"DOING",5,1
"EDGE",5,1
"EFFECTIVE",5,1
"ELECTRICAL",5,1
"ELECTRICITY MARKETS",5,2
"ENGINEERING MATHEMATICS",5,2
"ENGINEERING OR",5,2
"EQUITY",5,1
"EVENTS",5,1
"EXPERIENCE ANALYZING",5,2
"EXPERIENCE OR",5,2
"EXPERIENCE PREFERRED",5,2
"EXPERIMENTATION",5,1
"FACTORY",5,1
"FAMILIAR",5,1
"FAMILIAR WITH",5,2
"FAMILY",5,1
"FAST",5,1
"FASTPACED",5,1
"FOCUS",5,1
"FOCUSED",5,1
"FOR ANALYSIS",5,2
"FOR DATA ANALYSIS",5,3
"FOR MORE INFORMATION",5,3
"GRADUATE",5,1
"GREEN",5,1
"GREEN CARD",5,2
"GROUP",5,1
"HERSHEY COMPANY",5,2
"IMPACT OF",5,2
"IMPROVEMENTS",5,1
"IN A QUANTITATIVE",5,3
"IN ONE",5,2
"IN QUANTITATIVE",5,2
"INDUSTRIAL",5,1
"INDUSTRY EXPERIENCE",5,2
"INFLUENCE",5,1
"INPERSON",5,1
"IS SEEKING",5,2
"LANGUAGE PROCESSING",5,2
"LARGEST",5,1
"LEARN AND",5,2
"LEARNING OR",5,2
"LEAVE",5,1
"LIVE",5,1
"LIVES",5,1
"MARITAL STATUS",5,2
"MEASURE",5,1
"MEDICAL DENTAL",5,2
"MINDSET",5,1
"MINE",5,1
"MODEL DEVELOPMENT",5,2
"MONITORING",5,1
"NATURAL",5,1
"NATURAL LANGUAGE",5,2
"NATURAL LANGUAGE PROCESSING",5,3
"NEW TECHNOLOGIES",5,2
"OF ADVANCED",5,2
"OF EMPLOYMENT",5,2
"OF THE FOLLOWING",5,3
"ONE OR",5,2
"ONLY",5,1
"OR SIMILAR",5,2
"ORGANIZATIONS",5,1
"ORIENTATION GENDER",5,2
"ORIENTATION GENDER IDENTITY",5,3
"PACKAGE",5,1
"PAID TIME",5,2
"PAID TIME OFF",5,3
"PARENTAL LEAVE",5,2
"PARTNER WITH",5,2
"PASSION FOR",5,2
"PHYSICAL",5,1
"PILOT",5,1
"POLICY AND",5,2
"PREDICTIVE MODELS",5,2
"PREPARE",5,1
"PRODUCTION EXPERIENCE",5,2
"PROFESSIONAL",5,1
"QUANTIFY THE",5,2
"QUANTITATIVE OR",5,2
"QUERY",5,1
"RANGE OF",5,2
"RECEIVE",5,1
"RECRUITING",5,1
"REGARD",5,1
"REGARD TO",5,2
"RELATED FIELD",5,2
"RELATED QUANTITATIVE FIELD",5,3
"RELATIONAL DATABASES",5,2
"REPORT",5,1
"REVIEW",5,1
"RIGOROUS",5,1
"SCIENCE ENGINEERING",5,2
"SCIENCE TEAM",5,2
"SCIENTIST WHO",5,2
"SENSE",5,1
"SERVICES",5,1
"SEXUAL ORIENTATION GENDER",5,3
"SEXUAL ORIENTATION GENDER IDENTITY",5,4
"SHARE",5,1
"SMALL",5,1
"STATE",5,1
"STATISTICAL MODELING AND",5,3
"STATISTICS COMPUTER SCIENCE ECONOMICS",5,4
"STUDENTS",5,1
"TAKING",5,1
"TEAM IS",5,2
"THAT WILL",5,2
"THE CLEVELAND",5,2
"THE DATA SCIENCE",5,3
"THE DEVELOPMENT",5,2
"THE FOLLOWING",5,2
"THE HERSHEY",5,2
"THE IMPACT",5,2
"THE MOST",5,2
"THE OPPORTUNITY",5,2
"THE SCIENTIST",5,2
"THE US",5,2
"THE WAY",5,2
"THEY ARE",5,2
"THROUGH THE",5,2
"TIME OFF",5,2
"TO ADDRESS",5,2
